### DATA:
#
# 1696
#      Q             I(Q)           Error     
3.33517742E-01  1.28527485E-02  4.69146381E-03
3.34011842E-01  2.14890579E-02  4.70426616E-03
3.34505942E-01  1.83829787E-02  4.73569887E-03
3.35061805E-01  1.60453021E-02  4.25337811E-03
3.35617668E-01  2.09956463E-02  4.76725870E-03
3.36111769E-01  1.28548182E-02  4.79688984E-03
3.36605869E-01  1.65111091E-02  4.81000902E-03
3.37099969E-01  1.31866916E-02  4.83644616E-03
3.37655832E-01  1.13783681E-02  4.33856132E-03
3.38211695E-01  1.84114667E-02  4.88336808E-03
3.38705795E-01  8.42901527E-03  4.88519222E-03
3.39199896E-01  1.90907288E-02  4.93282669E-03
3.39755759E-01  1.11823335E-02  4.41404934E-03
3.40311622E-01  1.31501981E-02  4.95747871E-03
3.40805722E-01  1.20010962E-02  4.98156648E-03
3.41299822E-01  2.04469486E-02  5.01238110E-03
3.41855685E-01  1.19908281E-02  4.49215858E-03
3.42411548E-01  1.56858653E-02  5.04013578E-03
3.42905649E-01  1.65680122E-02  5.07102862E-03
3.43399749E-01  6.91872107E-03  5.09890984E-03
3.43955612E-01  2.47275938E-02  4.57216962E-03
3.44511475E-01  1.22248045E-02  5.13624224E-03
3.45005575E-01  1.29155203E-04  5.15398611E-03
3.45561438E-01  1.21411598E-02  4.63756479E-03
3.46117301E-01  1.23568396E-02  5.20806467E-03
3.46611401E-01  2.36414923E-02  5.23114715E-03
3.47167264E-01  1.16464836E-02  4.69787442E-03
3.47723127E-01  1.81184969E-02  5.27726499E-03
3.48217227E-01  1.96210004E-02  5.30482203E-03
3.48773090E-01  2.07976939E-02  4.76020372E-03
3.49328953E-01  8.92801036E-03  5.33698507E-03
3.49823054E-01  1.87159951E-02  5.32469759E-03
3.50378916E-01  8.39791912E-03  4.75879369E-03
3.50934779E-01  2.12534242E-02  5.32415012E-03
3.51490642E-01  2.47559023E-02  4.77120195E-03
3.52046505E-01  1.06330406E-02  5.37091439E-03
3.52540606E-01  1.18644228E-02  5.37279447E-03
3.53096468E-01  1.69064846E-02  4.84020494E-03
3.53652331E-01  9.49686687E-05  5.43156660E-03
3.54208194E-01  1.28778117E-02  4.88270429E-03
3.54764057E-01  1.76029513E-02  5.49546982E-03
3.55319920E-01  1.40638574E-02  4.93506957E-03
3.55875783E-01  7.23471742E-03  5.52758296E-03
3.56369883E-01  2.06824306E-02  5.56087906E-03
3.56925746E-01  2.31342513E-02  4.99920938E-03
3.57481609E-01  2.33037114E-02  5.63309646E-03
3.58037472E-01  1.47114322E-02  5.04921384E-03
3.58593335E-01  1.67220238E-02  5.66406409E-03
3.59149198E-01  1.29418127E-02  5.10124514E-03
3.59705061E-01  1.65609611E-02  5.72561345E-03
3.60260924E-01  9.30319363E-03  5.14714415E-03
3.60816787E-01  2.02564688E-02  5.79531295E-03
3.61372649E-01  1.96025923E-02  5.20240727E-03
3.61928512E-01  1.38961409E-02  5.85073398E-03
3.62484375E-01  5.80503611E-03  5.25523672E-03
3.63040238E-01  1.05592841E-02  5.90090991E-03
3.63596101E-01  1.45303231E-02  5.31199033E-03
3.64151964E-01  1.74312754E-02  5.96823012E-03
3.64707827E-01  1.05165409E-02  5.36224317E-03
3.65325452E-01  1.59975775E-02  5.39692223E-03
3.65881315E-01  7.06556918E-03  6.07944309E-03
3.66437178E-01  5.53281497E-03  5.45644495E-03
3.66993041E-01  1.69713639E-02  6.11761507E-03
3.67548904E-01  1.81574649E-02  5.51515048E-03
3.68104767E-01  1.06103008E-02  6.18732450E-03
3.68660630E-01  1.32933730E-02  5.57757934E-03
3.69278255E-01  1.47731674E-02  5.60767179E-03
3.69834118E-01  7.14978450E-03  6.30836718E-03
3.70389981E-01  1.25338618E-02  5.67217392E-03
3.71007606E-01  3.05993363E-02  5.70760403E-03
3.71563469E-01  1.42747981E-02  6.43137403E-03
3.72119332E-01  1.82999161E-02  5.77621659E-03
3.72675195E-01  2.23307144E-02  6.48319183E-03
3.73231058E-01  1.04128554E-02  5.84077025E-03
3.73848683E-01  9.29705607E-03  5.87699601E-03
3.74404546E-01  8.99857353E-03  6.59985279E-03
3.74960409E-01  1.71499339E-02  5.94667776E-03
3.75578035E-01  8.78919814E-03  5.98601527E-03
3.76195660E-01  1.18378643E-02  6.02987356E-03
3.76751523E-01  1.29087591E-02  6.78644406E-03
3.77307386E-01  1.40392777E-02  6.10213755E-03
3.77925011E-01  4.92264165E-03  6.14266989E-03
3.78480874E-01  2.82686829E-02  6.94242902E-03
3.79036737E-01  1.41826034E-02  6.21724259E-03
3.79654363E-01  1.48015275E-02  6.26724466E-03
3.80271988E-01  1.20626588E-02  6.30866649E-03
3.80827851E-01  1.12535276E-02  7.12796290E-03
3.81383714E-01  4.11006697E-03  6.39874218E-03
3.82001339E-01  9.40842820E-03  6.45465495E-03
3.82618965E-01  1.62687297E-02  6.49939779E-03
3.83174828E-01  9.48805486E-03  7.28736239E-03
3.83730691E-01  7.77674243E-03  6.59683197E-03
3.84348316E-01  1.88036631E-02  6.64191865E-03
3.84965942E-01  2.03030760E-02  6.69420563E-03
3.85583567E-01  2.15467973E-02  6.74712302E-03
3.86201192E-01  1.08456705E-02  6.74928408E-03
3.86757055E-01  2.11220826E-02  7.53345372E-03
3.87312918E-01  2.06072880E-02  6.76540077E-03
3.87930544E-01  1.27598588E-02  6.77623641E-03
3.88548169E-01  2.26388112E-02  6.78751959E-03
3.89165795E-01  3.26257274E-03  6.83418002E-03
3.89783420E-01  6.33028510E-03  6.89332961E-03
3.90339283E-01  1.58576376E-02  7.73059717E-03
3.90895146E-01  1.70159496E-02  6.99947298E-03
3.91512771E-01  9.30575423E-03  7.05101302E-03
3.92130397E-01  1.36989292E-02  7.12217638E-03
3.92748022E-01  1.39532502E-02  7.18541911E-03
3.93365648E-01  2.17332976E-02  7.25029259E-03
3.93983273E-01  1.03459703E-02  7.31938612E-03
3.94600898E-01  1.05583044E-02  7.38359779E-03
3.95218524E-01  2.36745221E-02  7.42606339E-03
3.95836149E-01  3.14676282E-03  7.51048993E-03
3.96453775E-01  2.40137458E-02  7.59375158E-03
3.97071400E-01  2.15684013E-02  7.66636742E-03
3.97689026E-01  1.41582169E-02  7.74432339E-03
3.98306651E-01  1.25352598E-02  7.82292107E-03
3.98924277E-01  1.54493006E-02  7.91422370E-03
3.99541902E-01  9.90434611E-03  7.99803690E-03
4.00159528E-01  1.19178771E-02  8.07724380E-03
4.00777153E-01  1.24993102E-02  8.17359210E-03
4.01394778E-01  2.35527523E-02  8.27739105E-03
4.02012404E-01  2.00317115E-02  8.37028545E-03
4.02630029E-01  2.50153936E-02  8.47178665E-03
4.03247655E-01  2.17910373E-02  8.56521975E-03
4.03865280E-01  1.84020638E-02  8.67956828E-03
4.04482906E-01  2.09591130E-02  8.78890091E-03
4.05100531E-01  1.85508838E-02  8.85901829E-03
4.05718157E-01  -5.58748520E-04  8.99046017E-03
4.06335782E-01  3.50332820E-02  9.10871127E-03
4.06953407E-01  2.06104541E-02  9.24482883E-03
4.07571033E-01  9.41593860E-03  9.37427791E-03
4.08188658E-01  2.85414109E-02  9.52611307E-03
4.08806284E-01  8.90009503E-03  9.67093286E-03
4.09423909E-01  2.14674857E-02  9.80200625E-03
4.10103297E-01  1.66260236E-02  9.17480880E-03
4.10782685E-01  -1.54519784E-02  1.01234919E-02
4.11400311E-01  1.00365521E-02  1.03043637E-02
4.12017936E-01  1.69098346E-02  1.05082485E-02
4.12635562E-01  3.58511268E-02  1.07034692E-02
4.13253187E-01  2.19624396E-02  1.09132325E-02
4.13870812E-01  -1.26122755E-04  1.11213495E-02
4.14550200E-01  1.03586475E-02  1.04364618E-02
4.15229588E-01  6.46146846E-03  1.16746850E-02
4.15847214E-01  1.63961387E-03  1.19045770E-02
4.16464839E-01  -6.35541671E-03  1.21086626E-02
4.17082465E-01  1.22944524E-03  1.23722531E-02


### HEADER:
#
#{
#    "analysis": {
#        "GNOM": {
#            "Alpha": 18.85,
#            "Dmax": "97",
#            "GNOM_ChiSquared": 1.185935668435862,
#            "GNOM_Quality_Assessment": "a REASONABLE solution",
#            "Real_Space_I0": 1.619,
#            "Real_Space_I0_Err": 0.001655,
#            "Real_Space_Rg": 22.25,
#            "Real_Space_Rg_Err": 0.07702,
#            "Total_Estimate": 0.6309,
#            "qEnd": 0.299857155,
#            "qStart": 0.0029028396
#        },
#        "guinier": {
#            "I0": "1.6049370977776514",
#            "I0_autorg_err": "2.207E-04",
#            "I0_err": 0.0012006128562552037,
#            "I0_est_err": -1,
#            "I0_fit_err": 0.0012006128562552037,
#            "Rg": "21.14752402622219",
#            "Rg_autorg_err": "0.0149",
#            "Rg_err": 0.026278488888054646,
#            "Rg_est_err": -1,
#            "Rg_fit_err": 0.026278488888054646,
#            "nEnd": 489,
#            "nStart": 0,
#            "qEnd": "0.06331",
#            "qRg_max": "1.3387780221576395",
#            "qRg_min": "0.061387870185269214",
#            "qStart": "0.0029",
#            "rsq": "0.9925364668648888"
#        },
#        "molecularWeight": {
#            "Absolute": {
#                "Density_buffer": "3.34e+23",
#                "Density_dry_protein": "3.22e+23",
#                "MW": "",
#                "Partial_specific_volume": "0.7425"
#            },
#            "DatmwBayes": {
#                "ConfidenceIntervalLower": "18.35",
#                "ConfidenceIntervalProbability": "95.8411",
#                "ConfidenceIntervalUpper": "20.85",
#                "MW": "19.925",
#                "MWProbability": "50.13999999999999"
#            },
#            "I(0)Concentration": {
#                "MW": ""
#            },
#            "PorodVolume": {
#                "Cutoff": "Default",
#                "Density": "0.00083",
#                "MW": "20.716199323664814",
#                "Q_max": "0.378480874",
#                "VPorod": "40021.99039420052",
#                "VPorod_Corrected": "24959.276293572064"
#            },
#            "ShapeAndSize": {
#                "Dmax": "72.88",
#                "MW": "23.666",
#                "Shape": "compact"
#            },
#            "VolumeOfCorrelation": {
#                "Cutoff": "Manual",
#                "MW": "20.590891113140994",
#                "Q_max": "0.3",
#                "Type": "Protein",
#                "Vcor": "231.5241833468806"
#            }
#        }
#    },
#    "counters": {
#        "comment": "### DATA:\n#\n# 1696\n#      Q             I(Q)           Error     \n"
#    },
#    "filename": "MUT.dat",
#    "history": {
#        "EFA": {
#            "component_number": "1",
#            "component_range": "[1471, 1805]",
#            "end_index": "1805",
#            "input_filename": "GA02_delTraW_042",
#            "start_index": "1450"
#        }
#    },
#    "unit": ""
#}

